URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://mos.esante.gouv.fr/NOS/JDV_J265-RoleMembreCercleDeSoins-CISIS/FHIR/JDV-J265-RoleMembreCercleDeSoins-CISIS,20240726120000,active,"1.2.250.1.213.1.1.5.795",JDV_J265_RoleMembreCercleDeSoins_CISIS,,"Rôles des membres d'un cercle de soins",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J27-GroupeTarifaireDependance-ROR/FHIR/JDV-J27-GroupeTarifaireDependance-ROR,20240126120000,active,"1.2.250.1.213.3.3.26",JDV_J27_GroupeTarifaireDependance_ROR,,"Niveau de dépendance associé à un tarif d'un ESMS - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J275-EMDN-UPNOS/FHIR/JDV-J275-EMDN-UPNOS,20240927120000,active,"1.2.250.1.213.1.1.5.798",JDV_J275_EMDN_UPNOS,,"Termes EMDN utilisés",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J277-NCIT-CISIS/FHIR/JDV-J277-NCIT-CISIS,20241213120000,active,"1.2.250.1.213.1.1.5.796",JDV_J277_NCIT_CISIS,,"Termes NCIT utilisés",,"Other"
https://mos.esante.gouv.fr/NOS/JDV_J278-UcumUniteMesure-UPNOS/FHIR/JDV-J278-UcumUniteMesure-UPNOS,20240927120000,active,"1.2.250.1.213.3.3.248",JDV_J278_UcumUniteMesure_UPNOS,,"Termes UCUM utilisés",,"UCUM"
https://mos.esante.gouv.fr/NOS/JDV_J279-Loinc-UPNOS/FHIR/JDV-J279-Loinc-UPNOS,20240927120000,active,"1.2.250.1.213.1.1.5.800",JDV_J279_Loinc_UPNOS,,"Termes LOINC utilisés",,"LOINC"
https://mos.esante.gouv.fr/NOS/JDV_J28-OuvertureAnnuelle-ROR/FHIR/JDV-J28-OuvertureAnnuelle-ROR,20200424120000,active,"1.2.250.1.213.3.3.28",JDV_J28_OuvertureAnnuelle_ROR,,"Ouverture annuelle - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J280-CIM10ATIH-UPNOS/FHIR/JDV-J280-CIM10ATIH-UPNOS,20250131120000,retired,"1.2.250.1.213.1.1.5.810",JDV_J280_CIM10ATIH_UPNOS,,"Termes CIM 10 utilisés",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J281-StatutsRessourcesMS/FHIR/JDV-J281-StatutsRessourcesMS,20260505120000,active,"1.2.250.1.213.3.4.219",JDV_J281_StatutsRessourcesMS,,"Caractérise le statut d’une ressource du médico-social au cours de son cycle de vie.",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J282-TransportsLiesAuProjetIndividuel_SERAFIN/FHIR/JDV-J282-TransportsLiesAuProjetIndividuel-SERAFIN,20241025120000,active,"1.2.250.1.213.3.3.251",JDV_J282_TransportsLiesAuProjetIndividuel_SERAFIN,,"Liste les natures des transports liés au projet individuel provenant de la terminologie SERAFIN",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J283-PrestationsIndirects_SERAFIN/FHIR/JDV-J283-PrestationsIndirects-SERAFIN,20241025120000,active,"1.2.250.1.213.3.3.252",JDV_J283_PrestationsIndirects_SERAFIN,,"Liste des prestations indirects provenant de la terminologie SERAFIN",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J284-PrestationsDirects_SERAFIN/FHIR/JDV-J284-PrestationsDirects-SERAFIN,20241025120000,active,"1.2.250.1.213.3.3.253",JDV_J284_PrestationsDirects_SERAFIN,,"Liste des prestations directs provenant de la terminologie SERAFIN",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J285-Besoins_SERAFIN/FHIR/JDV-J285-Besoins-SERAFIN,20241025120000,active,"1.2.250.1.213.3.3.254",JDV_J285_Besoins_SERAFIN,,"Liste des besoins provenant de la terminologie SERAFIN",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J286_ProfilUtilisateurReferentielNational_ROR/FHIR/JDV-J286-ProfilUtilisateurReferentielNational-ROR,20250328120000,active,"1.2.250.1.213.3.3.256",JDV_J286_ProfilUtilisateurReferentielNational_ROR,,"Profils utilisateurs du ROR National",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J29-PublicPrisEnCharge-ROR/FHIR/JDV-J29-PublicPrisEnCharge-ROR,20260629120000,active,"1.2.250.1.213.3.3.30",JDV_J29_PublicPrisEnCharge_ROR,,"Public pris en charge - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J30-TemporaliteAccueil-ROR/FHIR/JDV-J30-TemporaliteAccueil-ROR,20200424120000,active,"1.2.250.1.213.3.3.32",JDV_J30_TemporaliteAccueil_ROR,,"Temporalité accueil - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J31-AideFinanciere-ROR/FHIR/JDV-J31-AideFinanciere-ROR,20200424120000,active,"1.2.250.1.213.3.3.34",JDV_J31_AideFinanciere_ROR,,"Jeu de valeur de la nomenclature des aides financières - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J32-TypeHabitation-ROR/FHIR/JDV-J32-TypeHabitation-ROR,20200424120000,active,"1.2.250.1.213.3.3.36",JDV_J32_TypeHabitation_ROR,,"Type habitation - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J33-CompetenceSpecifique-ROR/FHIR/JDV-J33-CompetenceSpecifique-ROR,20260629120000,active,"1.2.250.1.213.3.3.38",JDV_J33_CompetenceSpecifique_ROR,,"Compétence spécifique - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J34-CategorieOrganisation-ROR/FHIR/JDV-J34-CategorieOrganisation-ROR,20260629120000,active,"1.2.250.1.213.3.3.40",JDV_J34_CategorieOrganisation_ROR,,"Catégorie d'organisation - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J35-SpecialisationDePriseEnCharge-ROR/FHIR/JDV-J35-SpecialisationDePriseEnCharge-ROR,20260330120000,active,"1.2.250.1.213.3.3.42",JDV_J35_SpecialisationDePriseEnCharge_ROR,,"Spécialisation de prise en charge - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J36-TypeTarif-ROR/FHIR/JDV-J36-TypeTarif-ROR,20230630120000,active,"1.2.250.1.213.3.3.44",JDV_J36_TypeTarif_ROR,,"Type tarif - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J369-MotifRestrictionDiffusion-ROR/FHIR/JDV-J369-MotifRestrictionDiffusion-ROR,20250425120000,active,"1.2.250.1.213.3.4.222",JDV_J369_MotifRestrictionDiffusion_ROR,,"Nomenclature contenant les motifs de restriction de diffusion",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J37-UcumUniteTemps/FHIR/JDV-J37-UcumUniteTemps,20240927120000,active,"1.2.250.1.213.3.3.45",JDV_J37_UcumUniteTemps,,"UCUM - Unité de temps",,"UCUM"
https://mos.esante.gouv.fr/NOS/JDV_J38_ModeAcces-CISIS/FHIR/JDV-J38-ModeAcces-CISIS,20241213120000,active,"1.2.250.1.213.1.1.4.336",JDV_J38_ModeAcces_CISIS,,"Mode d'accès pour accéder à un SI santé avec données patients - CI-SIS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J39-ConditionTarifaire-ROR/FHIR/JDV-J39-ConditionTarifaire-ROR,20200424120000,active,"1.2.250.1.213.3.3.47",JDV_J39_ConditionTarifaire_ROR,,"Conditions d'accès à un tarif modulé",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J41-TypeHoraire-ROR/FHIR/JDV-J41-TypeHoraire-ROR,20241025120000,active,"1.2.250.1.213.3.3.51",JDV_J41_TypeHoraire_ROR,,"Type horaire",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J42-TypeMaternite-ROR/FHIR/JDV-J42-TypeMaternite-ROR,20230217120000,active,"1.2.250.1.213.3.3.53",JDV_J42_TypeMaternite_ROR,,"Type Maternité - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J46-TypeEvenementNotification-CISIS/FHIR/JDV-J46-TypeEvenementNotification-CISIS,20220624120000,active,"1.2.250.1.213.1.1.5.101",JDV_J46_TypeEvenementNotification_CISIS,,"Liste de types d'évènement pour lesquels une notification est possible","ConceptMap/ASS-A13-TypeEvenement-FluxStandardise","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J47-FunctionCode-CISIS/FHIR/JDV-J47-FunctionCode-CISIS,20250523120000,active,"1.2.250.1.213.1.1.5.124",JDV_J47_FunctionCode_CISIS,,"Rôles fonctionnels",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J48-ProfessionNonPS-CISIS/FHIR/JDV-J48-ProfessionNonPS-CISIS,20241213120000,retired,"1.2.250.1.213.1.1.5.123",JDV_J48_ProfessionNonPS_CISIS,,"Jeux de Valeurs des professions/spécialités des Non Ps",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J49-UcumUniteLongueur/FHIR/JDV-J49-UcumUniteLongueur,20240927120000,active,"1.2.250.1.213.3.3.56",JDV_J49_UcumUniteLongueur,,"Unités de longueurs utilisées et référencées dans UCUM",,"UCUM"
https://mos.esante.gouv.fr/NOS/JDV_J50-AccessibiliteLieu-ROR/FHIR/JDV-J50-AccessibiliteLieu-ROR,20220826120000,active,"1.2.250.1.213.3.3.58",JDV_J50_AccessibiliteLieu_ROR,,"Niveaux d'accessibilité d'un établissement recevant du public (ERP) - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J51-FamilleActiviteOperationnelle-ROR/FHIR/JDV-J51-FamilleActiviteOperationnelle-ROR,20230127120000,active,"1.2.250.1.213.3.3.62",JDV_J51_FamilleActiviteOperationnelle_ROR,,"Famille Activité Opérationnelle",,"Internal,Other"
https://mos.esante.gouv.fr/NOS/JDV_J52-AvailabilityStatus-CISIS/FHIR/JDV-J52-AvailabilityStatus-CISIS,20200424120000,active,"1.2.250.1.213.1.1.5.131",JDV_J52_AvailabilityStatus_CISIS,,"Statut du document CI-SIS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J53-TypeRequeteGestionDossier-CISIS/FHIR/JDV-J53-TypeRequeteGestionDossier-CISIS,20200424120000,active,"1.2.250.1.213.1.1.5.132",JDV_J53_TypeRequeteGestionDossier_CISIS,,"Code de requêtes de gestion de dossier CI-SIS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J54-Profession-ROR/FHIR/JDV-J54-Profession-ROR,20250523120000,active,"1.2.250.1.213.3.3.64",JDV_J54_Profession_ROR,,"Profession de santé - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J55-CategorieEG-ROR/FHIR/JDV-J55-CategorieEG-ROR,20260505120000,active,"1.2.250.1.213.3.3.65",JDV_J55_CategorieEG_ROR,,"Catégories d'établissements FINESS ou hors FINESS et secteurs d'activité des cabinets",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J56-AuthorSpecialty-DMP/FHIR/JDV-J56-AuthorSpecialty-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.1",JDV_J56_AuthorSpecialty_DMP,,"Jeu de valeurs pour authorSpecialty",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J57-ClassCode-DMP/FHIR/JDV-J57-ClassCode-DMP,20230922120000,active,"1.2.250.1.213.1.1.5.6",JDV_J57_ClassCode_DMP,,"Jeu de valeurs pour métadonnée classCode","ConceptMap/ASS-X16-CorrespondanceType-Classe-DMP","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J58-ConfidentialityCode-DMP/FHIR/JDV-J58-ConfidentialityCode-DMP,20200424120000,active,"1.2.250.1.213.1.1.5.9",JDV_J58_ConfidentialityCode_DMP,,"Jeu de valeurs pour métadonnée confidentialityCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J59-ContentTypeCode-DMP/FHIR/JDV-J59-ContentTypeCode-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.2",JDV_J59_ContentTypeCode_DMP,,"Jeu de valeurs pour contentTypeCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J60-FormatCode-DMP/FHIR/JDV-J60-FormatCode-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.8",JDV_J60_FormatCode_DMP,,"Jeu de valeurs pour métadonnée formatCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J61-HealthcareFacilityTypeCode-DMP/FHIR/JDV-J61-HealthcareFacilityTypeCode-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.3",JDV_J61_HealthcareFacilityTypeCode_DMP,,"Jeu de valeurs pour healthcareFacilityTypeCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J62-PracticeSettingCode-DMP/FHIR/JDV-J62-PracticeSettingCode-DMP,20230922120000,active,"1.2.250.1.213.1.1.5.4",JDV_J62_PracticeSettingCode_DMP,,"Jeu de valeurs pour practiceSettingCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J64-RestrictionAudienceVIHF-DMP/FHIR/JDV-J64-RestrictionAudienceVIHF-DMP,20200424120000,active,"1.2.250.1.213.1.1.5.97",JDV_J64_RestrictionAudienceVIHF_DMP,,"Restriction d'audience pour les traces des VIHF",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J65-SubjectRole-DMP/FHIR/JDV-J65-SubjectRole-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.5",JDV_J65_SubjectRole_DMP,,"Jeu de valeurs pour subjectRole",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J66-TypeCode-DMP/FHIR/JDV-J66-TypeCode-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.7",JDV_J66_TypeCode_DMP,,"Jeu de valeurs pour métadonnée typeCode DMP","ConceptMap/ASS-X16-CorrespondanceType-Classe-DMP","Internal,LOINC"
https://mos.esante.gouv.fr/NOS/JDV_J67-TraitementDocument-CISIS/FHIR/JDV-J67-TraitementDocument-CISIS,20200424120000,active,"1.2.250.1.213.1.1.5.460",JDV_J67_TraitementDocument_CISIS,,"Traitement du document-CISIS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J68-ProfilAccesReferentiel-ROR/FHIR/JDV-J68-ProfilAccesReferentiel-ROR,20250523120000,active,"1.2.250.1.213.3.3.66",JDV_J68_ProfilAccesReferentiel_ROR,,"Liste des rôles métiers définis dans la politique d'accès au ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J69-ActiviteOperationnelle-Santefr/FHIR/JDV-J69-ActiviteOperationnelle-Santefr,20240531120000,retired,"1.2.250.1.213.3.3.68",JDV_J69_ActiviteOperationnelle_Santefr,JDV J69 ActiviteOperationnelle Santefr,"Activités opérationnelles de Santé.fr",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J70-Equipement-Santefr/FHIR/JDV-J70-Equipement-Santefr,20240426120000,retired,"1.2.250.1.213.3.3.69",JDV_J70_Equipement_Santefr,JDV J70 Equipement Santefr,"Equipements Santé.fr",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J71-ProfessionFonction-MSSante/FHIR/JDV-J71-ProfessionFonction-MSSante,20260629120000,active,"1.2.250.1.213.1.9.1.2",JDV_J71_ProfessionFonction_MSSante,,"Professions et fonctions MSSanté",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J72-TypeProfessionFonction-MSSante/FHIR/JDV-J72-TypeProfessionFonction-MSSante,20200424120000,active,"1.2.250.1.213.1.9.1.3",JDV_J72_TypeProfessionFonction_MSSante,,"Type des fonctions et des professions acceptées dans MS Santé",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J73-MetierPharmacien-RASS/FHIR/JDV-J73-MetierPharmacien-RASS,20210528120000,active,"1.2.250.1.213.1.6.1.141",JDV_J73_MetierPharmacien_RASS,,"Ensemble des sections et sous-sections du tableau du CNOP dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J74-Pays-RASS/FHIR/JDV-J74-Pays-RASS,20240126120000,retired,"1.2.250.1.213.1.6.1.142",JDV_J74_Pays_RASS,,"Pays (codes INSEE) du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J75-TypeAutorisation-RASS/FHIR/JDV-J75-TypeAutorisation-RASS,20250523120000,active,"1.2.250.1.213.1.6.1.143",JDV_J75_TypeAutorisation_RASS,,"Type d'autorisation d'exercice pour accès à l'exercice de la profession du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J76-DisciplineAutorisation-RASS/FHIR/JDV-J76-DisciplineAutorisation-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.144",JDV_J76_DisciplineAutorisation_RASS,,"Discipline à laquelle l'autorisation d'exercice est restreinte dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J77-TypeIdentifiantPersonne-RASS/FHIR/JDV-J77-TypeIdentifiantPersonne-RASS,20200529120000,active,"1.2.250.1.213.1.6.1.145",JDV_J77_TypeIdentifiantPersonne_RASS,,"Type d'identifiant national de personne physique du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J78-Civilite-RASS/FHIR/JDV-J78-Civilite-RASS,20221216120000,active,"1.2.250.1.213.1.6.1.146",JDV_J78_Civilite_RASS,,"Civilités des personnes physiques du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J79-CiviliteExercice-RASS/FHIR/JDV-J79-CiviliteExercice-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.147",JDV_J79_CiviliteExercice_RASS,,"Civilités d'exercice d'un professionnel du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J80-Sexe-RASS/FHIR/JDV-J80-Sexe-RASS,20231215120000,active,"1.2.250.1.213.1.6.1.148",JDV_J80_Sexe_RASS,,"Sexe des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J81-TypeDiplome-RASS/FHIR/JDV-J81-TypeDiplome-RASS,20230526120000,active,"1.2.250.1.213.1.6.1.149",JDV_J81_TypeDiplome_RASS,,"Types de diplôme du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J82-Langue-RASS/FHIR/JDV-J82-Langue-RASS,20240927120000,active,"1.2.250.1.213.1.6.1.150",JDV_J82_Langue_RASS,,"Langues (codes ISO-639) des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J83-AutoriteEnregistrement-RASS/FHIR/JDV-J83-AutoriteEnregistrement-RASS,20240628120000,active,"1.2.250.1.213.1.6.1.151",JDV_J83_AutoriteEnregistrement_RASS,,"Autorités d'enregistrement des acteurs de santé du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J84-DepartementOM-RASS/FHIR/JDV-J84-DepartementOM-RASS,20240126120000,retired,"1.2.250.1.213.1.6.1.152",JDV_J84_DepartementOM_RASS,,"Départements (outre-mer et Monaco inclus) pour le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J85-StatutInscription-RASS/FHIR/JDV-J85-StatutInscription-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.153",JDV_J85_StatutInscription_RASS,,"Statut avancement dossier de référencement personne du RASS auprès d'un ordre",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J86-NatCycleForm-RASS/FHIR/JDV-J86-NatCycleForm-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.154",JDV_J86_NatCycleForm_RASS,,"Natures du cycle de formation des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J87-NiveauFormAcquis-RASS/FHIR/JDV-J87-NiveauFormAcquis-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.155",JDV_J87_NiveauFormAcquis_RASS,,"Niveau de formation acquis dans le cycle de formation des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J88-AnneeUniversitaire-RASS/FHIR/JDV-J88-AnneeUniversitaire-RASS,20251016120000,active,"1.2.250.1.213.1.6.1.156",JDV_J88_AnneeUniversitaire_RASS,,"Années universitaires des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J89-CategorieProfessionnelle-RASS/FHIR/JDV-J89-CategorieProfessionnelle-RASS,20260223120000,active,"1.2.250.1.213.1.6.1.157",JDV_J89_CategorieProfessionnelle_RASS,,"Catégories professionnelles dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J90-AttributionParticuliere-RASS/FHIR/JDV-J90-AttributionParticuliere-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.158",JDV_J90_AttributionParticuliere_RASS,,"Attributions particulières obtenues par certains professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J91-TypeSavoirFaire-RASS/FHIR/JDV-J91-TypeSavoirFaire-RASS,20251016120000,active,"1.2.250.1.213.1.6.1.159",JDV_J91_TypeSavoirFaire_RASS,,"Types de savoir-faire des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J92-MotifFinActivite-RASS/FHIR/JDV-J92-MotifFinActivite-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.160",JDV_J92_MotifFinActivite_RASS,,"Motifs de fin d'activité d'un professionnel du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J93-RegionOM-RASS/FHIR/JDV-J93-RegionOM-RASS,20240126120000,retired,"1.2.250.1.213.1.6.1.161",JDV_J93_RegionOM_RASS,,"Régions (outre-mer et Monaco inclus) dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J94-GenreActivite-RASS/FHIR/JDV-J94-GenreActivite-RASS,20240329120000,active,"1.2.250.1.213.1.6.1.162",JDV_J94_GenreActivite_RASS,,"Activités des professionnels RASS nécessitant des règles de gestion spécifiques",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J95-ModeExercice-RASS/FHIR/JDV-J95-ModeExercice-RASS,20260202120000,active,"1.2.250.1.213.1.6.1.163",JDV_J95_ModeExercice_RASS,,"Modes d'exercice du professionnel du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J96-TypeActiviteLiberale-RASS/FHIR/JDV-J96-TypeActiviteLiberale-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.164",JDV_J96_TypeActiviteLiberale_RASS,,"Types d'activité libérale des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J97-StatutProfessionnelSSA-RASS/FHIR/JDV-J97-StatutProfessionnelSSA-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.165",JDV_J97_StatutProfessionnelSSA_RASS,,"Statuts des professionnels du Service de Santé des Armées dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J98-StatutHospitalier-RASS/FHIR/JDV-J98-StatutHospitalier-RASS,20260223120000,active,"1.2.250.1.213.1.6.1.166",JDV_J98_StatutHospitalier_RASS,,"Statut des professionnels intervenant dans un hôpital dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J99-InseeNAFrav2Niveau5-RASS/FHIR/JDV-J99-InseeNAFrav2Niveau5-RASS,20260223120000,retired,"1.2.250.1.213.1.6.1.167",JDV_J99_InseeNAFrav2Niveau5_RASS,,"Sous-classes de la Nomenclature Activités Française (INSEE) des prof du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/TRE_R221-ModeleDocumentCDANonStructure/FHIR/TRE-R221-ModeleDocumentCDANonStructure?vs,1.1.0,active,,JdvTreR221ModeleDocumentCdaNonStructureAll,Jdv Tre R221 Modele Document Cda Non Structure All,"JDV avec l'ensemble des codes actifs de la TRE_R221_ModeleDocumentCDANonStructure",,"Internal"
https://mos.esante.gouv.fr/NOS/TRE_R272-EquipementMaterielLourd/FHIR/TRE-R272-EquipementMaterielLourd?vs,20260330120000,active,,VsTreR272EquipementMaterielLourdAll,Vs Tre R272 Equipement Materiel Lourd All,"Jeu de valeurs ALL contenant les équipements matériels lourds",,"Internal"
https://mos.esante.gouv.fr/NOS/TRE_R274-ActiviteSanitaireRegulee/FHIR/TRE-R274-ActiviteSanitaireRegulee?vs,20260330120000,active,,VsTreR274ActiviteSanitaireReguleeAll,Vs Tre R274 Activite Sanitaire Regulee All,"Jeu de valeurs FINESS contenant les activités sanitaires soumises à une régulation de la part de l'ARS.",,"Internal"
https://mos.esante.gouv.fr/NOS/TRE_R62-Domaine/FHIR/TRE-R62-Domaine?vs,20260330120000,active,,VsTreR62DomaineAll,Vs Tre R62 Domaine All,"Jeu de valeurs ALL contenant les domaines",,"Internal"
https://mos.esante.gouv.fr/NOS/TRE_R73-ESPIC/FHIR/TRE-R73-ESPIC?vs,20260223120000,active,"1.2.250.1.213.1.6.1.280",VsTreR73EspicAll,Vs Tre R73 Espic All,"Jeu de valeurs ALL contenant tous les établissements de santé privés d'intérêt collectif",,"Internal"
https://mos.esante.gouv.fr/NOS/TRE_R74-ModeFixationTarifaire/FHIR/TRE-R74-ModeFixationTarifaire?vs,20260330120000,active,,VsTreR74ModeFixationTarifaireAll,Vs Tre R74 Mode Fixation Tarifaire All,"Jeu de valeurs ALL contenant les modes de fixation tarifaire",,"Internal"
https://smt.esante.gouv.fr/fhir/CodeSystem/tre-r361-fonction-publique?vs,20260330120000,active,,VsTreR361FonctionPubliqueAll,Vs Tre R361 Fonction Publique All,"Jeu de valeurs ALL contenant les versants de la fonction publique.",,"Internal"
https://smt.esante.gouv.fr/fhir/CodeSystem/tre-r362-type-budget?vs,20260330120000,active,,VsTreR362TypeBudgetAll,Vs Tre R362 Type Budget All,"Jeu de valeurs ALL contenant les types de budget associés aux Entités Géographiques d'Exercice (EGE) dans FINESS+.",,"Internal"
https://smt.esante.gouv.fr/fhir/CodeSystem/tre-r370-role-relation-ege?vs,20260505120000,active,,VsTreR370RoleRelationEgeAll,Vs Tre R370 Role Relation Ege All,"Jeu de valeurs ALL contenant les types de rôle existant entre les Entités Géographiques d'Exercice (EGE) au sein d'une PM-SMSSE.",,"Internal"
https://smt.esante.gouv.fr/fhir/CodeSystem/tre-r373-type-personne-morale?vs,20260505120000,active,,VsTreR373TypePersonneMoraleAll,Vs Tre R373 Type Personne Morale All,"Jeu de valeurs ALL contenant les types de PM-SMSSE (Personne Morale du champ Sanitaire, Médico-social, Social et Enseignement sur les professions de ces  champs).",,"Internal"
https://smt.esante.gouv.fr/fhir/CodeSystem/tre-r374-nature-activite-smsse-regulee?vs,20260505120000,active,,VsTreR374NatureActiviteSmsseReguleeAll,Vs Tre R374 Nature Activite Smsse Regulee All,"Jeu de valeurs ALL contenant les grandes natures d'activité SMSSE exercées par les entités FINESS+.",,"Internal"
https://smt.esante.gouv.fr/fhir/CodeSystem/tre-r375-mode-financement?vs,20260330120000,active,,VsTreR375ModeFinancementAll,Vs Tre R375 Mode Financement All,"Jeu de valeurs ALL contenant les modes de financement associés aux capacités de certaines activitées SMSSE.",,"Internal"
https://smt.esante.gouv.fr/fhir/CodeSystem/tre-r378-motif-arrete?vs,20260629120000,active,,VsTreR378MotifArreteAll,Vs Tre R378 Motif Arrete All,"Jeu de valeurs ALL contenant les motifs des arrêtés enregsitrées dans FINESS+",,"Internal"
https://smt.esante.gouv.fr/fhir/CodeSystem/tre-r381-activite-amm?vs,20260330120000,active,,VsTreR381ActiviteAmmAll,Vs Tre R381 Activite Amm All,"Jeu de valeurs ALL contenant les activités de soin AMM",,"Internal"
https://smt.esante.gouv.fr/fhir/CodeSystem/tre-r382-modalite-act-de-soin-amm?vs,20260330120000,active,,VsTreR382ModaliteActDeSoinAmmAll,Vs Tre R382 Modalite Act De Soin Amm All,"Jeu de valeurs ALL contenant les modalités pour les activités de soin AMM",,"Internal"
